date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:48:30	294670/294670	---M-Z	200	added ('OK')	text/html	etag:%2247f0e-622990717d572-gzip%22	https://themesflat.co/html/ecomus/home-headphone.html	D:/HuyDZ/ddd/themesflat.co/html/ecomus/home-headphone.html	(from https://themesflat.co/html/ecomus/home-skincare.html)
22:48:30	30335/30335	---M--	200	added ('OK')	image/jpeg	etag:%22767f-6216da454a8b3%22	https://themesflat.co/html/ecomus/images/demo/home-headphone.jpg	D:/HuyDZ/ddd/themesflat.co/html/ecomus/images/demo/home-headphone.jpg	(from https://themesflat.co/html/ecomus/home-skincare.html)
22:48:30	298362/298362	---M-Z	200	added ('OK')	text/html	etag:%2248d7a-6229906cd2fcd-gzip%22	https://themesflat.co/html/ecomus/home-giftcard.html	D:/HuyDZ/ddd/themesflat.co/html/ecomus/home-giftcard.html	(from https://themesflat.co/html/ecomus/home-skincare.html)
22:48:31	25053/25053	---M--	200	added ('OK')	image/jpeg	etag:%2261dd-6216da41ffc22%22	https://themesflat.co/html/ecomus/images/demo/home-giftcard.jpg	D:/HuyDZ/ddd/themesflat.co/html/ecomus/images/demo/home-giftcard.jpg	(from https://themesflat.co/html/ecomus/home-skincare.html)
22:48:32	275926/275926	---M-Z	200	added ('OK')	text/html	etag:%22435d6-622990cbc8e6b-gzip%22	https://themesflat.co/html/ecomus/shop-default.html	D:/HuyDZ/ddd/themesflat.co/html/ecomus/shop-default.html	(from https://themesflat.co/html/ecomus/home-skincare.html)
22:48:32	299213/299213	---M-Z	200	added ('OK')	text/html	etag:%22490cd-622990d0d621e-gzip%22	https://themesflat.co/html/ecomus/shop-left-sidebar.html	D:/HuyDZ/ddd/themesflat.co/html/ecomus/shop-left-sidebar.html	(from https://themesflat.co/html/ecomus/home-skincare.html)
22:48:32	300909/300909	---M-Z	200	added ('OK')	text/html	etag:%224976d-622990d57fff3-gzip%22	https://themesflat.co/html/ecomus/shop-right-sidebar.html	D:/HuyDZ/ddd/themesflat.co/html/ecomus/shop-right-sidebar.html	(from https://themesflat.co/html/ecomus/home-skincare.html)
22:48:32	280862/280862	---M-Z	200	added ('OK')	text/html	etag:%224491e-622990ce76753-gzip%22	https://themesflat.co/html/ecomus/shop-fullwidth.html	D:/HuyDZ/ddd/themesflat.co/html/ecomus/shop-fullwidth.html	(from https://themesflat.co/html/ecomus/home-skincare.html)
22:48:32	286069/286069	---M-Z	200	added ('OK')	text/html	etag:%2245d75-622990c9d9887-gzip%22	https://themesflat.co/html/ecomus/shop-collection-sub.html	D:/HuyDZ/ddd/themesflat.co/html/ecomus/shop-collection-sub.html	(from https://themesflat.co/html/ecomus/home-skincare.html)
22:48:33	229281/229281	---M-Z	200	added ('OK')	text/html	etag:%2237fa1-622990c971871-gzip%22	https://themesflat.co/html/ecomus/shop-collection-list.html	D:/HuyDZ/ddd/themesflat.co/html/ecomus/shop-collection-list.html	(from https://themesflat.co/html/ecomus/home-skincare.html)
22:48:33	279419/279419	---M-Z	200	added ('OK')	text/html	etag:%224437b-622990d2da024-gzip%22	https://themesflat.co/html/ecomus/shop-link.html	D:/HuyDZ/ddd/themesflat.co/html/ecomus/shop-link.html	(from https://themesflat.co/html/ecomus/home-skincare.html)
22:48:33	297777/297777	---M-Z	200	added ('OK')	text/html	etag:%2248b31-622990d32bcc1-gzip%22	https://themesflat.co/html/ecomus/shop-loadmore.html	D:/HuyDZ/ddd/themesflat.co/html/ecomus/shop-loadmore.html	(from https://themesflat.co/html/ecomus/home-skincare.html)
22:48:33	297696/297696	---M-Z	200	added ('OK')	text/html	etag:%2248ae0-622990d07f761-gzip%22	https://themesflat.co/html/ecomus/shop-infinite-scrolling.html	D:/HuyDZ/ddd/themesflat.co/html/ecomus/shop-infinite-scrolling.html	(from https://themesflat.co/html/ecomus/home-skincare.html)
22:48:34	283573/283573	---M-Z	200	added ('OK')	text/html	etag:%22453b5-622990ce1d586-gzip%22	https://themesflat.co/html/ecomus/shop-filter-sidebar.html	D:/HuyDZ/ddd/themesflat.co/html/ecomus/shop-filter-sidebar.html	(from https://themesflat.co/html/ecomus/home-skincare.html)
22:48:34	279418/279418	---M-Z	200	added ('OK')	text/html	etag:%224437a-622990cc2d001-gzip%22	https://themesflat.co/html/ecomus/shop-filter-hidden.html	D:/HuyDZ/ddd/themesflat.co/html/ecomus/shop-filter-hidden.html	(from https://themesflat.co/html/ecomus/home-skincare.html)
22:48:34	266170/266170	---M-Z	200	added ('OK')	text/html	etag:%2240fba-622990bc12df3-gzip%22	https://themesflat.co/html/ecomus/product-style-list.html	D:/HuyDZ/ddd/themesflat.co/html/ecomus/product-style-list.html	(from https://themesflat.co/html/ecomus/home-skincare.html)
22:48:34	278421/278421	---M-Z	200	added ('OK')	text/html	etag:%2243f95-622990b4978fc-gzip%22	https://themesflat.co/html/ecomus/product-style-01.html	D:/HuyDZ/ddd/themesflat.co/html/ecomus/product-style-01.html	(from https://themesflat.co/html/ecomus/home-skincare.html)
22:48:35	279895/279895	---M-Z	200	added ('OK')	text/html	etag:%2244557-622990b51a6c4-gzip%22	https://themesflat.co/html/ecomus/product-style-02.html	D:/HuyDZ/ddd/themesflat.co/html/ecomus/product-style-02.html	(from https://themesflat.co/html/ecomus/home-skincare.html)
22:48:35	280624/280624	---M-Z	200	added ('OK')	text/html	etag:%2244830-622990b6ec3fe-gzip%22	https://themesflat.co/html/ecomus/product-style-03.html	D:/HuyDZ/ddd/themesflat.co/html/ecomus/product-style-03.html	(from https://themesflat.co/html/ecomus/home-skincare.html)
22:48:35	276798/276798	---M-Z	200	added ('OK')	text/html	etag:%224393e-622990b768466-gzip%22	https://themesflat.co/html/ecomus/product-style-04.html	D:/HuyDZ/ddd/themesflat.co/html/ecomus/product-style-04.html	(from https://themesflat.co/html/ecomus/home-skincare.html)
22:48:35	279880/279880	---M-Z	200	added ('OK')	text/html	etag:%2244548-622990b946109-gzip%22	https://themesflat.co/html/ecomus/product-style-05.html	D:/HuyDZ/ddd/themesflat.co/html/ecomus/product-style-05.html	(from https://themesflat.co/html/ecomus/home-skincare.html)
22:48:36	276871/276871	---M-Z	200	added ('OK')	text/html	etag:%2243987-622990b9bf290-gzip%22	https://themesflat.co/html/ecomus/product-style-06.html	D:/HuyDZ/ddd/themesflat.co/html/ecomus/product-style-06.html	(from https://themesflat.co/html/ecomus/home-skincare.html)
22:48:36	276271/276271	---M-Z	200	added ('OK')	text/html	etag:%224372f-622990bb90fcb-gzip%22	https://themesflat.co/html/ecomus/product-style-07.html	D:/HuyDZ/ddd/themesflat.co/html/ecomus/product-style-07.html	(from https://themesflat.co/html/ecomus/home-skincare.html)
22:48:36	275914/275914	---M-Z	200	added ('OK')	text/html	etag:%22435ca-622990d538f37-gzip%22	https://themesflat.co/html/ecomus/shop-men.html	D:/HuyDZ/ddd/themesflat.co/html/ecomus/shop-men.html	(from https://themesflat.co/html/ecomus/home-skincare.html)
22:48:36	47518/47518	---M--	200	added ('OK')	image/jpeg	etag:%22b99e-6216d924973e2%22	https://themesflat.co/html/ecomus/images/collections/collection-1.jpg	D:/HuyDZ/ddd/themesflat.co/html/ecomus/images/collections/collection-1.jpg	(from https://themesflat.co/html/ecomus/home-skincare.html)
22:48:37	275918/275918	---M-Z	200	added ('OK')	text/html	etag:%22435ce-622990d78e20a-gzip%22	https://themesflat.co/html/ecomus/shop-women.html	D:/HuyDZ/ddd/themesflat.co/html/ecomus/shop-women.html	(from https://themesflat.co/html/ecomus/home-skincare.html)
22:48:37	40751/40751	---M--	200	added ('OK')	image/jpeg	etag:%229f2f-6216d92d54d2d%22	https://themesflat.co/html/ecomus/images/collections/collection-2.jpg	D:/HuyDZ/ddd/themesflat.co/html/ecomus/images/collections/collection-2.jpg	(from https://themesflat.co/html/ecomus/home-skincare.html)
22:48:38	324486/324486	---M-Z	200	added ('OK')	text/html	etag:%224f386-6229909cfbc66-gzip%22	https://themesflat.co/html/ecomus/product-detail.html	D:/HuyDZ/ddd/themesflat.co/html/ecomus/product-detail.html	(from https://themesflat.co/html/ecomus/home-skincare.html)
22:48:39	314159/314159	---M-Z	200	added ('OK')	text/html	etag:%224cb2f-622990a278948-gzip%22	https://themesflat.co/html/ecomus/product-grid-1.html	D:/HuyDZ/ddd/themesflat.co/html/ecomus/product-grid-1.html	(from https://themesflat.co/html/ecomus/home-skincare.html)
22:48:40	309584/309584	---M-Z	200	added ('OK')	text/html	etag:%224b950-622990a3fe3be-gzip%22	https://themesflat.co/html/ecomus/product-grid-2.html	D:/HuyDZ/ddd/themesflat.co/html/ecomus/product-grid-2.html	(from https://themesflat.co/html/ecomus/home-skincare.html)
22:48:41	322132/322132	---M-Z	200	added ('OK')	text/html	etag:%224ea54-622990b2c4069-gzip%22	https://themesflat.co/html/ecomus/product-stacked.html	D:/HuyDZ/ddd/themesflat.co/html/ecomus/product-stacked.html	(from https://themesflat.co/html/ecomus/home-skincare.html)
22:48:42	324241/324241	---M-Z	200	added ('OK')	text/html	etag:%224f291-622990b238dd1-gzip%22	https://themesflat.co/html/ecomus/product-right-thumbnails.html	D:/HuyDZ/ddd/themesflat.co/html/ecomus/product-right-thumbnails.html	(from https://themesflat.co/html/ecomus/home-skincare.html)
22:48:43	324209/324209	---M-Z	200	added ('OK')	text/html	etag:%224f271-62299095ef0fe-gzip%22	https://themesflat.co/html/ecomus/product-bottom-thumbnails.html	D:/HuyDZ/ddd/themesflat.co/html/ecomus/product-bottom-thumbnails.html	(from https://themesflat.co/html/ecomus/home-skincare.html)
22:48:44	342107/342107	---M-Z	200	added ('OK')	text/html	etag:%225385b-6229909dc996a-gzip%22	https://themesflat.co/html/ecomus/product-drawer-sidebar.html	D:/HuyDZ/ddd/themesflat.co/html/ecomus/product-drawer-sidebar.html	(from https://themesflat.co/html/ecomus/home-skincare.html)
22:48:45	323998/323998	---M-Z	200	added ('OK')	text/html	etag:%224f19e-622990992fd66-gzip%22	https://themesflat.co/html/ecomus/product-description-accordion.html	D:/HuyDZ/ddd/themesflat.co/html/ecomus/product-description-accordion.html	(from https://themesflat.co/html/ecomus/home-skincare.html)
22:48:46	323613/323613	---M-Z	200	added ('OK')	text/html	etag:%224f01d-6229909aa0fbc-gzip%22	https://themesflat.co/html/ecomus/product-description-list.html	D:/HuyDZ/ddd/themesflat.co/html/ecomus/product-description-list.html	(from https://themesflat.co/html/ecomus/home-skincare.html)
22:48:47	324195/324195	---M-Z	200	added ('OK')	text/html	etag:%224f263-6229909b7db08-gzip%22	https://themesflat.co/html/ecomus/product-description-vertical.html	D:/HuyDZ/ddd/themesflat.co/html/ecomus/product-description-vertical.html	(from https://themesflat.co/html/ecomus/home-skincare.html)
22:48:48	317027/317027	---M-Z	200	added ('OK')	text/html	etag:%224d663-622990a65cee9-gzip%22	https://themesflat.co/html/ecomus/product-inner-zoom.html	D:/HuyDZ/ddd/themesflat.co/html/ecomus/product-inner-zoom.html	(from https://themesflat.co/html/ecomus/home-skincare.html)
22:48:49	316874/316874	---M-Z	200	added ('OK')	text/html	etag:%224d5ca-622990c4fc65f-gzip%22	https://themesflat.co/html/ecomus/product-zoom-magnifier.html	D:/HuyDZ/ddd/themesflat.co/html/ecomus/product-zoom-magnifier.html	(from https://themesflat.co/html/ecomus/home-skincare.html)
22:48:50	316431/316431	---M-Z	200	added ('OK')	text/html	etag:%224d40f-622990a712d1c-gzip%22	https://themesflat.co/html/ecomus/product-no-zoom.html	D:/HuyDZ/ddd/themesflat.co/html/ecomus/product-no-zoom.html	(from https://themesflat.co/html/ecomus/home-skincare.html)
22:48:51	316794/316794	---M-Z	200	added ('OK')	text/html	etag:%224d57a-622990ab1a157-gzip%22	https://themesflat.co/html/ecomus/product-photoswipe-popup.html	D:/HuyDZ/ddd/themesflat.co/html/ecomus/product-photoswipe-popup.html	(from https://themesflat.co/html/ecomus/home-skincare.html)
22:48:52	322894/322894	---M-Z	200	added ('OK')	text/html	etag:%224ed4e-622990c55fc3c-gzip%22	https://themesflat.co/html/ecomus/product-zoom-popup.html	D:/HuyDZ/ddd/themesflat.co/html/ecomus/product-zoom-popup.html	(from https://themesflat.co/html/ecomus/home-skincare.html)
22:48:53	322191/322191	---M-Z	200	added ('OK')	text/html	etag:%224ea8f-622990c30bcf2-gzip%22	https://themesflat.co/html/ecomus/product-video.html	D:/HuyDZ/ddd/themesflat.co/html/ecomus/product-video.html	(from https://themesflat.co/html/ecomus/home-skincare.html)
22:48:54	335785/335785	---M-Z	200	added ('OK')	text/html	etag:%2251fa9-622990938f633-gzip%22	https://themesflat.co/html/ecomus/product-3d.html	D:/HuyDZ/ddd/themesflat.co/html/ecomus/product-3d.html	(from https://themesflat.co/html/ecomus/home-skincare.html)
22:48:55	323702/323702	---M-Z	200	added ('OK')	text/html	etag:%224f076-622990a970c8f-gzip%22	https://themesflat.co/html/ecomus/product-options-customizer.html	D:/HuyDZ/ddd/themesflat.co/html/ecomus/product-options-customizer.html	(from https://themesflat.co/html/ecomus/home-skincare.html)
22:48:56	325087/325087	---M-Z	200	added ('OK')	text/html	etag:%224f5df-6229909487319-gzip%22	https://themesflat.co/html/ecomus/product-advanced-types.html	D:/HuyDZ/ddd/themesflat.co/html/ecomus/product-advanced-types.html	(from https://themesflat.co/html/ecomus/home-skincare.html)
22:48:57	307437/307437	---M-Z	200	added ('OK')	text/html	etag:%224b0ed-622990a1a65f4-gzip%22	https://themesflat.co/html/ecomus/product-giftcard.html	D:/HuyDZ/ddd/themesflat.co/html/ecomus/product-giftcard.html	(from https://themesflat.co/html/ecomus/home-skincare.html)
22:48:58	322889/322889	---M-Z	200	added ('OK')	text/html	etag:%224ed49-62299096e046c-gzip%22	https://themesflat.co/html/ecomus/product-color-swatch.html	D:/HuyDZ/ddd/themesflat.co/html/ecomus/product-color-swatch.html	(from https://themesflat.co/html/ecomus/home-skincare.html)
22:48:59	322118/322118	---M-Z	200	added ('OK')	text/html	etag:%224ea46-622990b06bace-gzip%22	https://themesflat.co/html/ecomus/product-rectangle.html	D:/HuyDZ/ddd/themesflat.co/html/ecomus/product-rectangle.html	(from https://themesflat.co/html/ecomus/home-skincare.html)
22:49:00	322530/322530	---M-Z	200	added ('OK')	text/html	etag:%224ebe2-622990afdc9b6-gzip%22	https://themesflat.co/html/ecomus/product-rectangle-color.html	D:/HuyDZ/ddd/themesflat.co/html/ecomus/product-rectangle-color.html	(from https://themesflat.co/html/ecomus/home-skincare.html)
22:49:01	322429/322429	---M-Z	200	added ('OK')	text/html	etag:%224eb7d-622990c0bac88-gzip%22	https://themesflat.co/html/ecomus/product-swatch-image.html	D:/HuyDZ/ddd/themesflat.co/html/ecomus/product-swatch-image.html	(from https://themesflat.co/html/ecomus/home-skincare.html)
22:49:02	323548/323548	---M-Z	200	added ('OK')	text/html	etag:%224efdc-622990c0470f1-gzip%22	https://themesflat.co/html/ecomus/product-swatch-image-rounded.html	D:/HuyDZ/ddd/themesflat.co/html/ecomus/product-swatch-image-rounded.html	(from https://themesflat.co/html/ecomus/home-skincare.html)
22:49:03	322122/322122	---M-Z	200	added ('OK')	text/html	etag:%224ea4a-622990be62305-gzip%22	https://themesflat.co/html/ecomus/product-swatch-dropdown.html	D:/HuyDZ/ddd/themesflat.co/html/ecomus/product-swatch-dropdown.html	(from https://themesflat.co/html/ecomus/home-skincare.html)
22:49:04	322592/322592	---M-Z	200	added ('OK')	text/html	etag:%224ec20-622990bdf3d5f-gzip%22	https://themesflat.co/html/ecomus/product-swatch-dropdown-color.html	D:/HuyDZ/ddd/themesflat.co/html/ecomus/product-swatch-dropdown-color.html	(from https://themesflat.co/html/ecomus/home-skincare.html)
22:49:05	339689/339689	---M-Z	200	added ('OK')	text/html	etag:%2252ee9-622990a02c6fe-gzip%22	https://themesflat.co/html/ecomus/product-frequently-bought-together.html	D:/HuyDZ/ddd/themesflat.co/html/ecomus/product-frequently-bought-together.html	(from https://themesflat.co/html/ecomus/home-skincare.html)
22:49:06	334113/334113	---M-Z	200	added ('OK')	text/html	etag:%2251921-6229909f4ff99-gzip%22	https://themesflat.co/html/ecomus/product-frequently-bought-together-2.html	D:/HuyDZ/ddd/themesflat.co/html/ecomus/product-frequently-bought-together-2.html	(from https://themesflat.co/html/ecomus/home-skincare.html)
22:49:07	329760/329760	---M-Z	200	added ('OK')	text/html	etag:%2250820-622990c2a3cdc-gzip%22	https://themesflat.co/html/ecomus/product-upsell-features.html	D:/HuyDZ/ddd/themesflat.co/html/ecomus/product-upsell-features.html	(from https://themesflat.co/html/ecomus/home-skincare.html)
22:49:08	320771/320771	---M-Z	200	added ('OK')	text/html	etag:%224e503-622990ad76d42-gzip%22	https://themesflat.co/html/ecomus/product-pre-orders.html	D:/HuyDZ/ddd/themesflat.co/html/ecomus/product-pre-orders.html	(from https://themesflat.co/html/ecomus/home-skincare.html)
22:49:09	321619/321619	---M-Z	200	added ('OK')	text/html	etag:%224e853-622990a8becdd-gzip%22	https://themesflat.co/html/ecomus/product-notification.html	D:/HuyDZ/ddd/themesflat.co/html/ecomus/product-notification.html	(from https://themesflat.co/html/ecomus/home-skincare.html)
22:49:10	329590/329590	---M-Z	200	added ('OK')	text/html	etag:%2250776-622990abbea31-gzip%22	https://themesflat.co/html/ecomus/product-pickup.html	D:/HuyDZ/ddd/themesflat.co/html/ecomus/product-pickup.html	(from https://themesflat.co/html/ecomus/home-skincare.html)
22:49:11	338202/338202	---M-Z	200	added ('OK')	text/html	etag:%225291a-622c1dac3c324-gzip%22	https://themesflat.co/html/ecomus/product-images-grouped.html	D:/HuyDZ/ddd/themesflat.co/html/ecomus/product-images-grouped.html	(from https://themesflat.co/html/ecomus/home-skincare.html)
22:49:12	318924/318924	---M-Z	200	added ('OK')	text/html	etag:%224ddcc-6229909843431-gzip%22	https://themesflat.co/html/ecomus/product-complimentary.html	D:/HuyDZ/ddd/themesflat.co/html/ecomus/product-complimentary.html	(from https://themesflat.co/html/ecomus/home-skincare.html)
22:49:13	369775/369775	---M-Z	200	added ('OK')	text/html	etag:%225a46f-622990ae1e114-gzip%22	https://themesflat.co/html/ecomus/product-quick-order-list.html	D:/HuyDZ/ddd/themesflat.co/html/ecomus/product-quick-order-list.html	(from https://themesflat.co/html/ecomus/home-skincare.html)
22:49:14	28321/28321	---M--	200	added ('OK')	image/jpeg	etag:%226ea1-6216db7c8fc24%22	https://themesflat.co/html/ecomus/images/products/orange-1.jpg	D:/HuyDZ/ddd/themesflat.co/html/ecomus/images/products/orange-1.jpg	(from https://themesflat.co/html/ecomus/home-skincare.html)
22:49:15	41055/41055	---M--	200	added ('OK')	image/jpeg	etag:%22a05f-6216dc1eab5f5%22	https://themesflat.co/html/ecomus/images/products/white-1.jpg	D:/HuyDZ/ddd/themesflat.co/html/ecomus/images/products/white-1.jpg	(from https://themesflat.co/html/ecomus/home-skincare.html)
22:49:16	28770/28770	---M--	200	added ('OK')	image/jpeg	etag:%227062-6216da9259a18%22	https://themesflat.co/html/ecomus/images/products/black-1.jpg	D:/HuyDZ/ddd/themesflat.co/html/ecomus/images/products/black-1.jpg	(from https://themesflat.co/html/ecomus/home-skincare.html)
